OBJECTID,ZONE_DIST,PD_NUM,CD_NUM,CASE_NUMBER,COUNCIL_DATE,COMMON_NAME,LONG_ZONE_DIST,GLOBALID,ORD_NUM,NOTES,RES_NUM,EFFECTIVEDATE,DISTRICTUSE,Shape__Area,Shape__Length
2753,PD,769,,Z067-189,2007/09/27 05:00:00+00,Coker/Yale Mixed Use,PD-769,03888ebb-b0aa-481f-bedf-c15d376723e8,26926,ORDS_26926,072785,2012/08/24 05:00:00+00,1,39248.5205078125,810.550523508317
2754,PD,642,,Z190-345,2021/04/14 05:00:00+00,DISD_Ascher Silberstein Elementary School,PD-642,4645cf48-834a-4e57-afbb-b4ab3f356722,31829,"ORDS_25286, 31829_PD 642 amendments",210639,2021/04/14 05:00:00+00,1,654527.932617188,3179.56460706434
2755,MF-1(A), ,,Z167-332,2017/11/08 06:00:00+00,,MF-1(A),edfec736-834e-4403-83e8-c5a9074e14a5,30699,CR and R-7.5(A) to MF-1(A) per ORD 30699,171785,2017/11/08 06:00:00+00,,17772.13671875,545.706535004705
2756,TH-3(A), ,,,,,TH-3(A),820e6bdb-a705-45fb-abb2-dea16bd8e1ff,,,,2012/08/24 05:00:00+00,,688802.802734375,3270.00869488255
2757,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,f37c0faa-f2a2-40cb-8463-2f1c24337acd,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,4946906.02050781,11347.8852627801
2758,R-10(A), ,,Transition,1989/07/18 05:00:00+00,,R-10(A),2cbe7931-57b8-4359-a3e9-103b6997b848,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1313474.34570312,5546.6561002229
2759,LO-2, ,,,,,LO-2,acd5e992-03d1-4c8b-954e-7b18eddc2780,,,,2012/08/24 05:00:00+00,,31124.4296875,713.841253546739
2760,R-10(A), ,,,,,R-10(A),36ea9e0d-9c71-4e90-b84b-b8b499070a12,,,,2012/08/24 05:00:00+00,,119907.330078125,1590.30427923227
2761,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),556ba552-3ecb-4d67-9ec4-3c4efa253948,19455,Zoning Transition to Chapter 51A,870470,2009/03/27 05:00:00+00,,442050.423828125,2891.71085994471
2762,PD,829,,Z090-189,2010/08/11 05:00:00+00,DISD_Sunset High School,PD-829,1c3323b1-e31c-4925-83c9-fe9385542bd1,27942,R-7.5(A) and TH-3(A) to PD 829,102008,2012/08/24 05:00:00+00,0,139800.231445312,1508.86856004033
2763,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,0a9bdab3-e4c2-4d10-a328-ebdfdb8e6f3f,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,166544.620117188,1918.44003075365
2764,PD,425,,,,,PD-425,e6bf1fe4-d2e2-40cc-8e9a-c916d8587e1e,,,,2012/08/24 05:00:00+00,,265200.111328125,2579.66075372969
2765,PD,251,,Z856-208/7010-N,1986/10/08 05:00:00+00,The Dallas Academy,PD-251,a3cc30ea-9374-4355-aa97-915365ad2d1c,19321,"ORDS_10962, 19321, 19428, 19455, 21015, 25499, 25710, 26576",863218,2012/08/24 05:00:00+00,,136531.697265625,1464.71253306197
2766,PD,337,,,,,PD-337,7c6b87cf-5705-4930-9419-2e5cf0fb31ff,,,,2012/08/24 05:00:00+00,,582739.358398438,3171.67888954658
2767,MC-3, ,,,,,MC-3,4969e3da-05c7-4e56-b043-f3f1df2bda3f,,,,2012/08/24 05:00:00+00,,9754.9013671875,401.003150244386
2768,MF-2(A), ,,,,,MF-2(A),134ab012-f29f-4928-9331-bf1653426fbb,,,,2012/08/24 05:00:00+00,,60017.4072265625,992.993666948351
2769,TH-2(A), ,,,,,TH-2(A),2f2609e8-2a40-4356-a981-23459cbb9405,,,,2012/08/24 05:00:00+00,,2301816.41992188,7256.10650092987
2770,R-5(A), ,,,,,R-5(A),7a76659b-ee5b-46d1-90b9-c654403f9080,,,,2012/08/24 05:00:00+00,,458464.419921875,2997.089043538
2771,R-7.5(A),,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),03043f6f-beb1-4060-9435-0fac04c24e4b,19455,Zoning Transition to Chapter 51A_R-7.5(A) district reduced per ORD 27799,870470,2012/08/24 05:00:00+00,,7765891.5703125,20739.4220991306
2772,TH-3(A), ,,Transition,1989/07/18 05:00:00+00,,TH-3(A),3be1ae98-ad3e-4a4c-a26d-f24325e41d8e,19455,Zoning Transition to Chapter 51A_TH-3(A) increased under Z190-339,870470,2012/08/24 05:00:00+00,,959390.166992188,4800.17739735045
2773,TH-3(A), ,,Transition,1989/07/18 05:00:00+00,,TH-3(A),e4268674-36fc-4eed-8132-d3d4edc26342,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,297360.814453125,2965.07364868802
2774,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,a24f1a66-c2af-4406-acb5-243e760b89d0,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,96199.84375,1338.28105344234
2775,NO(A), ,,,,,NO(A),a7a392fc-cf88-4aa7-a06e-e8aa14489486,,,,2012/08/24 05:00:00+00,,300960.556640625,3258.47382616711
2776,PD,524,,,,,PD-524,020aeb2e-0091-4950-bab8-16a6613ca4f7,,,,2012/08/24 05:00:00+00,,21287.8125,643.618271631914
2777,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,3563ad06-81cb-42bb-ac16-9a1bf90c3cd3,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,480738.958984375,3197.53753870879
2778,MU-3, ,,,,,MU-3,624e1b3c-4c5f-4f67-a4d2-3448bdc89d9f,,,,2012/08/24 05:00:00+00,,180691.909179688,1782.83603274827
2779,R-7.5(A), ,,,,,R-7.5(A),b3f338c3-78ae-451e-b118-184bcefc0d2d,,,,2012/08/24 05:00:00+00,,858562.440429688,3905.4213688051
2780,R-7.5(A), ,,,,,R-7.5(A),2c1319b4-2148-49b2-a776-5352738d9529,,,,2012/08/24 05:00:00+00,,1760877.20507812,5386.03392431278
2781,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,145230bb-befa-48d1-87b6-352b3aa7aa72,19455,Zoning Transition to Chapter 51A_IM reduced/split to PD 1002 per ORD 30948,870470,2018/08/08 05:00:00+00,,242981.66015625,2111.60043086489
2782,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,7a183a43-7892-4797-8431-ad9cc3c4a23b,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,16985.21875,526.559753779518
2783,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,8789160c-a59e-4753-97c5-ee58df1b7bce,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,352236.829101562,2479.80679030855
2784,R-7.5(A), ,,,,,R-7.5(A),cb18782c-4750-4c72-925d-97fdf47d8810,,,,2012/08/24 05:00:00+00,,2380137.79589844,7081.53582664308
2785,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,5721d293-631c-448a-85b0-d7de47d99c18,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,112453.258789062,1494.97502800114
2786,PD,1061,,Z201-160,2021/09/22 05:00:00+00,Timberlawn Shared Access,PD-1061,cfdb01db-0679-4b6e-ad94-3eb0d2279bd8,32014,ORDS_32014_R-7.5(A) to PD 1061,211616,2021/09/22 05:00:00+00,1,930603.734375,4739.1183124808
2787,MU-2(SAH), ,,,,,MU-2(SAH),2925161f-b14b-424f-b1a3-410a6e22c237,,,,2012/08/24 05:00:00+00,,928825.34375,5221.3616216923
2788,CS, ,,Transition,1989/07/18 05:00:00+00,,CS,fa71eaf4-ba74-4e3c-ad2b-9c08678f6c11,19455,Zoning Transition to Chapter 51A_district expanded per ORD 28903_CH to CS,870470,2013/01/23 06:00:00+00,,979888.201171875,6992.89652499134
2789,MU-1,,,Z034-314/12251,2004/12/08 06:00:00+00,,MU-1,dce9965a-62ae-45d1-b563-1a15ab0817bf,25830,,043501,2012/08/24 05:00:00+00,,14546.412109375,491.705971445233
2790,MU-1, ,,,,,MU-1,d21a1718-7e0b-4e68-8516-4aea22d864da,,,,2012/08/24 05:00:00+00,,170087.130859375,1679.53698281182
2791,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,b9ca2c9f-317e-434d-bd4e-fdcc55309d50,19455,Zoning Transition to Chapter 51A,840470,2012/08/24 05:00:00+00,,383657.072265625,2482.06401418044
2792,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),b91ceb76-d6c7-489d-978a-f0efb66ed62e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,7629782.4375,13826.862642877
2793,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),1489e177-e149-4b03-af39-1b6336777609,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,195691.75,2153.57141832945
2794,PD,482,,,,,PD-482,ced46635-046a-4a8e-ab8e-eb7e67fc43a9,,,,2012/08/24 05:00:00+00,,743553.411132812,3529.18224551079
2795,PD,528,,,,,PD-528,b82760d9-05a1-4fb0-a8d1-d2a01216a965,,,,2012/08/24 05:00:00+00,,250810.064453125,2010.03252654881
2796,MU-2, ,,,,,MU-2,2d055d32-26be-48ae-ac17-9e028f2088fe,,,,2012/08/24 05:00:00+00,,121696.971679688,1761.32904256052
2797,R-7.5(A),,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),dcfe1605-a59b-44f0-8094-4580ba5b4c46,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,863805.25,6013.42517773477
2798,R-10(A), ,,,,,R-10(A),88669a05-2788-4dc1-8f79-edb536679839,,,,2012/08/24 05:00:00+00,,45793.59765625,1015.65739033236
2799,PD,155,,,,,PD-155,087f806d-a545-46d7-8850-901a57e7d44c,,,,2012/08/24 05:00:00+00,,232429.380859375,2036.344851495
2800,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,ebe06d2d-750c-4ec3-8bbf-5aaba1059f9d,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,590437.282226562,3313.50872010923
2801,PD,365,,,,,PD-365,857f4aad-127a-47a4-ab2c-69c266ae8b66,,,,2012/08/24 05:00:00+00,,248521.23828125,2352.34454326336
2802,R-5(A), ,,Z067-177,2007/06/27 05:00:00+00,,R-5(A),530607ad-ca92-4457-aaa5-463ebcf56b2c,26857,R-10(A) to R-5(A) with Deed Restrictions covers 3 Zoning districts,072002,2012/08/24 05:00:00+00,,366678.03125,2926.88591702342
2803,PD,826,,Z090-129,2010/05/12 05:00:00+00,DISD_Wilmer-Hutchins High School,PD-826,e43c0e37-91a9-4670-bb81-bf286f5401b9,27880,ORDS_27880_CH to PD 826,101253,2012/08/24 05:00:00+00,1,4609959.03222656,8662.41033929836
2804,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,22e027a4-b78f-44b6-a22e-6134b801a5c0,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,156121.181640625,2054.31129353388
2805,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),736ac7a9-cfe2-4d55-a93d-b4e5506644a2,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,627111.638671875,3231.78896099177
2806,PD,1022,,Z189-262,2019/11/13 06:00:00+00,Kessler Townhomes,PD-1022,0371195c-1d0f-4612-bd12-9ae5438c2c1e,31385,ORDS_31385_RR to PD 1022 per PropDesc,191810,2019/11/13 06:00:00+00,1,42870.4892578125,823.249691176355
2807,TH-2(A), ,,Transition,1989/07/18 05:00:00+00,,TH-2(A),19cf0756-25b5-490a-9140-ccab88dcddc1,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1527281.52441406,5220.64798279249
2808,MF-1(A), ,,,,,MF-1(A),f0bf5f8f-a670-4f72-a3e5-5d0d431a10ae,,,,2012/08/24 05:00:00+00,,1215397.23828125,4975.48209188529
2809,RR, ,,,,,RR,c02c2a88-3388-4f2b-ad5d-ca4873f8e89d,,,,2012/08/24 05:00:00+00,,2921415.15527344,9220.2760682382
2810,MU-3, ,,Z156-298,2016/09/28 05:00:00+00,,MU-3,591ecff2-8816-4c1d-a06d-4fdf3d4183af,30224,IR to MU-3 per ORD 30224_Z156-298_161599,161599,2016/09/28 05:00:00+00,,43294.361328125,958.19027790218
2811,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,57071bee-4950-4916-aa0f-5acabd08233f,19455,Zoning Transition to Chapter 51A_NO(A) to CR increased per ORD 30726 (CC-12/13/2017),870470,2017/12/13 06:00:00+00,,233857.550946955,2280.01309661408
2812,R-10(A), ,,Transition,1989/07/18 05:00:00+00,,R-10(A),e7a660b1-1b59-498a-9cc9-b8277b04e3f0,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,9538240.06152344,23859.8828659085
2813,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,6ee0dec0-f3d7-42b9-baa8-0f5b0c1eebd1,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,227742.162109375,2142.80541199107
2814,P(A), ,,,,,P(A),731122b4-4b3c-4810-a601-722296e7c514,,,,2012/08/24 05:00:00+00,,34284.5732421875,799.527324773392
2815,PD,491,,,,,PD-491,908b7b19-f824-42c8-ae8e-031d15deb990,,,,2012/08/24 05:00:00+00,,45344.1953125,855.639567684209
2816,IM,,,Transition,1989/07/18 05:00:00+00,,IM,3924067f-55c9-42cb-a237-dfd6734baf3e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,701392.5234375,4076.80186264044
2817,MU-1, ,,Z167-121,2017/09/13 05:00:00+00,,MU-1,87b92fc7-442b-43ad-873b-3869c6ff3e5e,30635,MF-1(A) to MU-1 per legal description,171478,2017/09/13 05:00:00+00,,48243.9619140625,1176.61414451425
2818,PD,867,,Z101-335,2012/02/22 06:00:00+00,Inspiring Body of Christ School_Church,PD-867,a672a7d8-abed-4a24-ae35-3851bb3b54da,28562,MU-2 and MF-2(A) to PD 867 + 3 Tracts,120586,2012/08/24 05:00:00+00,1,2746856.81445312,8324.40715788812
2819,NO(A), ,,,,,NO(A),9fb3f87a-e8ee-4476-900a-ebb690ac398e,,,,2012/08/24 05:00:00+00,,18515.623046875,540.433689847411
2820,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),062aeaca-d875-47e9-9314-2a1c5b59592e,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,967816.08984375,3800.21120500669
2821,MU-1(SAH), ,,Z934-225/9646-N,,,MU-1(SAH),74fb4ae9-4a6f-44c1-b7ae-7e3a4cab438b,,,,2012/08/24 05:00:00+00,,114977.584960938,1411.51518230534
2822,PD,955,,Z156-139,2016/03/23 05:00:00+00,Domestic Violence Facility,PD-955,0bb3e150-cddb-438e-a064-82a828fc4aa1,30033,Zoning Transition to Chapter 51A_IR reduced to PD 955 per ORD 30033,160471,2016/03/23 05:00:00+00,0,123213.930664062,1414.19322283041
2823,R-1/2ac(A), ,,,,,R-1/2ac(A),18a9526e-809a-4a59-bc22-d1da5722bd98,,,,2012/08/24 05:00:00+00,,3753141.81933594,15724.5276746671
2824,PD,338,,,,,PD-338,832a9497-2d56-496f-ac85-3042a62af9ac,,line adjustments,,2012/08/24 05:00:00+00,,258610.380859375,3506.14457636274
2825,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,ade8775d-92fa-4a43-8957-3fe30656b1e4,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,208983.431640625,1920.29486160519
2826,NS(A), ,,Z167-113,2017/08/09 05:00:00+00,,NS(A),85543ed5-c2b7-4a1e-8ed0-34826bce11f7,30572,NO(A) to NS(A) with Deed Restrictions,171205,2017/08/09 05:00:00+00,,104637.945785999,1408.80421470679
2827,P(A), ,,,,,P(A),6cfbf799-b5be-4b66-bfbd-9f3fd3c02544,,,,2012/08/24 05:00:00+00,,38304.0322265625,1923.16374842643
2828,IM,,,Transition,1989/07/18 05:00:00+00,,IM,f7fcbbbd-cd3c-4481-a34c-6fe6519f1421,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1122254.06738281,5137.18301455772
2829,MU-3, ,,Z156-370,2017/01/25 06:00:00+00,,MU-3,4138ba23-5265-4b2e-b1b7-7eeab488c156,30337,Zoning Transition to Chapter 51A_IR reduced to MU-3 per ORD 30337_Z156-370,170229,2017/01/25 06:00:00+00,,21924.736328125,629.855536124551
2830,IM, ,,Transition,1989/07/18 05:00:00+00,,IM,f25c0ddc-ad79-4f2c-acbf-dcd59640deb4,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,152350.27734375,1658.9501578906
2831,PD,492,,Z967-304/5370-NW,1997/12/10 06:00:00+00,,PD-492,1c5f2cc7-bfa4-4f97-bc0b-a0895956c966,23364,,973966,2012/08/24 05:00:00+00,,1116908.37792969,5442.36558083332
2832,PD,683,,Z034-168,2004/05/12 05:00:00+00,Chili's,PD-683,f195dfde-a534-4c1e-91ee-1120106f4d5c,25589,also see Z034-168  ORD # 25588 for termination for part of SUP 98,041565,2012/08/24 05:00:00+00,,214532.65234375,2007.04519848773
2833,PD,205,,,,,PD-205,ee1c2d72-a3e6-4c56-b2b3-65e7c8266c1a,,,,2012/08/24 05:00:00+00,,53549.5244140625,957.650353927929
2834,IR, ,,,,,IR,531caf88-8921-4764-afdf-9ed8d7387a4d,,,,2012/08/24 05:00:00+00,,122055.287109375,1381.27613163192
2835,R-5(A), ,,,,,R-5(A),8f8dd726-3ccf-4a72-b719-143617dff2bc,,,,2012/08/24 05:00:00+00,,236356.55859375,2281.11594161068
2836,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,1a1a3199-d453-4058-b510-688c240ce4f5,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,229335.17578125,2059.09529743357
2837,PD,405,,,,,PD-405,747b56f5-2841-487a-a326-be6bc867c1c3,,,,2012/08/24 05:00:00+00,,421494.701171875,3021.2518735483
2838,CS, ,,Z034-109/9475,2004/05/25 05:00:00+00,,CS,bedfa1fc-9758-48a2-b567-10dfe63b0d19,25502,,,2012/08/24 05:00:00+00,,63724.63671875,1019.83303146213
2839,NS(A), ,,,,,NS(A),dcb004d7-129a-400e-9ac4-e2a4eb6a5a05,,,,2012/08/24 05:00:00+00,,40045.380859375,830.750701861703
2840,NS(A), ,,Z112-149,2012/06/13 05:00:00+00,,NS(A),9bebc177-0d15-41c8-9373-a6670714104d,28678,R-7.5(A) to NS(A),121571,2012/08/24 05:00:00+00,,28195.77734375,670.631894930853
2841,MF-1(A), ,,,,,MF-1(A),0c0d9e74-68c2-4242-852f-f1c35f99e1b8,,,,2012/08/24 05:00:00+00,,1153488.46972656,5510.21464676851
2842,NO(A), ,,,,,NO(A),d66b5fd4-b597-4328-9af0-7e5b1eb56b73,,,,2012/08/24 05:00:00+00,,12409.685546875,655.675355795987
2843,PD,167,,,,,PD-167,6dd990f0-e7b0-4a14-84fb-bf820375b46a,,,,2012/08/24 05:00:00+00,,451151.20703125,3144.83325093822
2844,TH-2(A), ,,,,,TH-2(A),9bb082ba-7217-4416-8747-09129384435f,,,,2012/08/24 05:00:00+00,,937361.028320312,4497.35583792512
2845,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,b8b01fcb-0956-4fe1-b099-0bc7bd7b4f4c,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,314846.126953125,2795.72949054344
2846,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),5079390e-22f8-4abb-b320-e10ce2ff6c0f,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,22014023.8994141,40980.2523198038
2847,TH-3(A), ,,,,,TH-3(A),c179ebd6-1040-417f-9593-d3ae4146baf0,,,,2012/08/24 05:00:00+00,,2194792.26953125,7559.86222536844
2848,R-10(A), ,,,,,R-10(A),1e67fc26-ce36-49a8-8012-c2e0163c5ff9,,,,2012/08/24 05:00:00+00,,52161.94140625,920.36825352734
2849,WR-3,,,Z212-249,2023/01/25 06:00:00+00,,WR-3,989f9868-0492-4bb2-ade2-218912f35c8a,32388,IR (-) to WR-3 (+)_BLK D/5712 Lot 17_2710 Kimsey Dr,230208,2023/01/25 06:00:00+00,,44498.169921875,857.073912245475
2850,PD,460,,,,,PD-460,82b620d2-48ea-432d-a213-d65be8e44f40,,,,2012/08/24 05:00:00+00,,44768.16796875,847.369163063485
2851,PD,176,,Z834-130/2068-N,1984/05/02 05:00:00+00,,PD-176,c369638b-2e62-4715-8fba-98e666ca471c,18248,"ORDS_18248, 20331, 25423-COD",841511,2012/08/24 05:00:00+00,,431839.47265625,2798.89742830555
2852,R-16(A), ,,,,,R-16(A),2d439c7c-2a63-40bb-b71e-cbf227f9cf26,,,,2012/08/24 05:00:00+00,,3680708.10097075,9451.15327748198
2853,NS(A), ,,Z201-326,2022/05/25 05:00:00+00,,NS(A),e3812393-7d09-41f4-be2e-888ed9b70c99,32218,R-7.5(A) to NS(A) per PropDesc for Tract land in BLK V/6629,220829,2022/05/25 05:00:00+00,,217641.827148438,1884.72411503662
2854,D(A), ,,Transition,1989/07/18 05:00:00+00,,D(A),c198b1e8-d208-4c18-87ec-c83442a2aae2,19455,Zoning Transition to Chapter 51A_D(A) reduced and split to PD 976 per ORD 30279 (CC-12/14/2016),870470,2016/12/14 06:00:00+00,,269855.7109375,3526.74802973341
2855,A(A), ,,Transition,1989/07/18 05:00:00+00,,A(A),5b3e3b83-2f95-4301-b5ac-6eb802e9501e,19455,Zoning Transition to Chapter 51A_A(A) district reduced/split per ORD 31667_A(A) to LI with DeedRes,870470,2020/10/13 05:00:00+00,,113512.430664062,1543.84878600003
2856,PD,740,,Z167-301,2017/08/23 05:00:00+00,The Highland Hotel,PD-740,834a8a2b-2e58-4e76-b44e-9c64604712d5,30605,"ORDS_26268, 27329, 30148, 30605_Amending PD 740_New Plans in TR 1 Development_TR 2 Conceptual",171342,2017/08/23 05:00:00+00,2,484903.033203125,3450.31066145451
2857,MF-1(A), ,,Transition,1989/07/18 05:00:00+00,,MF-1(A),806e1df6-6548-475f-b7b1-30b165bd38bb,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,1293134.41601562,4820.54913514032
2858,PD,436,,,,,PD-436,8132f35d-f0d7-4464-9588-9004fe6865f7,,,,2012/08/24 05:00:00+00,,137457.10546875,1534.26903447494
2859,PD,960,,Z156-191,2016/08/10 05:00:00+00,Costco Dallas,PD-960,1b1221a0-837b-45b4-88b5-e0a0be1e771d,30142,MU-3 to PD 960,161208,2016/08/10 05:00:00+00,0,772466.834960938,3508.23257519538
2860,LO-1, ,,Transition,1989/07/18 05:00:00+00,,LO-1,78b594d4-d821-4c18-94a6-b023a32d5a83,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,70654.896484375,1183.60504973334
2861,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),c9616433-f7b5-41a8-906e-6d7721321f59,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,96226.9736328125,1272.38008542558
2862,MF-2(A), ,,,,,MF-2(A),40ddbf32-9856-48b6-b371-92caf48a98ff,,,,2012/08/24 05:00:00+00,,451676.7890625,3241.98123046797
2863,R-7.5(A), ,,Transition,1989/07/18 05:00:00+00,,R-7.5(A),74607414-4d6a-4d69-bedd-aacae38f23c2,19455,Zoning Transition to Chapter 51A_R-7.5(A) reduced/split to CR  with Deed Res under Z190-336 ORD 31840,870470,2021/04/14 05:00:00+00,,25568.4921875,1024.96549292454
2864,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,e3dd6d5d-04b8-47e1-a6c0-fbc1aa44a242,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,110338.172851562,1558.03486374449
2865,R-7.5(A), ,,,,,R-7.5(A),d440bede-bd8e-4df6-a312-11e9a0701dbb,,,,2012/08/24 05:00:00+00,,1978339.31933594,7331.06028620399
2866,MF-2(A),,,,2001/09/26 05:00:00+00,,MF-2(A),e07baa5f-d8e9-4f18-b9b6-235486b19322,,AREA IS NOT IN PD 193_Mislabeled on transition map,,2012/08/24 05:00:00+00,,1753746.89941406,7250.25979224455
2867,PD,862,,Z101-384,2011/12/14 06:00:00+00,,PD-862,df9b83ab-8144-4ee5-998e-95b531fc4d4b,28513,IR to PD 862,113356,2012/08/24 05:00:00+00,1,291253.96484375,2198.65359196379
2868,MF-2(A),,,Transition,1989/07/18 05:00:00+00,,MF-2(A),57786914-77eb-4a03-8ced-06d0c151ba97,19455,Zoning Transition to Chapter 51A,840470,2012/08/24 05:00:00+00,,470026.969726562,3278.05130517023
2869,MF-2(A), ,,,,,MF-2(A),79476a26-3f3e-4083-9868-b24956b2f6eb,,,,2012/08/24 05:00:00+00,,122341.563476562,1469.83918304944
2870,NS(A),,,Z134-173,2014/08/13 05:00:00+00,,NS(A),0c620c9f-3eb4-4da9-aec7-141f075db966,29416,MF-2(A) reduced to NS(A) per ORD 29416,141297,2014/08/13 05:00:00+00,,17311.671875,557.131543998194
2871,LO-1, ,,,,,LO-1,ea2e9d5f-9ef4-420e-9839-ad06d1a000e5,,,,2012/08/24 05:00:00+00,,60333.8828125,1022.55083694415
2872,MF-2(A), ,,Z212-123,2022/03/09 06:00:00+00,,MF-2(A),42e2d9e0-53bd-431e-aae8-815a9048fd9d,32165,"CR to MF-2(A)_Lots 5, 6  Block B/1469",220499,2022/03/09 06:00:00+00,,23657.2822265625,645.126435428426
2873,PD,793,,Z078-213,2008/06/25 05:00:00+00,Frazer Townhomes Cummunity Center,PD-793,a7123bc9-5e85-440e-9d21-60c8cb99f807,27252,ORDS_27252_PD 595_reduced,081908,2012/08/24 05:00:00+00,1,178582.75,2135.85512315084
2874,PD,708,,Z167-360,2021/01/27 06:00:00+00,Dallas Arts District Extension Area,PD-708,9df34819-d02a-4cde-92b6-2bdfe4b5cda1,31757,"ORDS_25916, 25931-CORR, 28188, 31757_CA-1(A) to PD 708(+) new SD 1 under Z167-360",210278,2021/01/27 06:00:00+00,0,2619056.63183594,10053.0075825956
2875,NS(A), ,,,,,NS(A),6832ce03-2207-4efa-8383-bf562b5a8fb7,,,,2012/08/24 05:00:00+00,,164610.733398438,1671.86355612602
2876,CR, ,,Transition,1989/07/18 05:00:00+00,,CR,ecba3fc3-36fe-47f5-ae03-cc5231e4a421,19455,Zoning Transition to Chapter 51A_CR(-)/2-way split to PD 1041 with SA A_SA B_Terminate DR Z978-174_Z978-175,870470,2020/12/09 06:00:00+00,,3817117.63964844,12643.8500792563
2877,NS(A), ,,Transition,1989/07/18 05:00:00+00,,NS(A),8e01d805-bc2f-4194-bcd5-4b755627847d,19455,Zoning Transition to Chapter 51A,870470,2012/08/24 05:00:00+00,,291190.103515625,2214.88301276827
2878,RR, ,,,,,RR,69b4fc28-5b50-4ee9-accf-978461845757,,,,2012/08/24 05:00:00+00,,632755.98046875,3418.7612668254
2879,MF-2(A), ,,,,,MF-2(A),584cdd5b-0124-486f-b908-111d15227c3e,,,,2012/08/24 05:00:00+00,,528601.9140625,3564.37406581159
2880,MF-2(A), ,,Transition,1989/07/18 05:00:00+00,,MF-2(A),a1e63265-d432-41c8-a7d3-463826d61b08,19455,Zoning Transition to Chapter 51A_MF-2(A) reduced and split per ORD 29892 creating WR-5_HM-3,870470,2015/09/22 05:00:00+00,,1249849.68767738,5533.57056658068
